From Date,PM2.5,PM10,NO,NO2,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,sp,t2m,i10fg,tp
2019-10-09,79.78,217.8,61.56,76.92,91.15,37.83,17.2,2.03,51.25,2.61,18.04,98509.66979,299.6997471,3.3467877,2.71E-06
2019-10-10,120.05,275.88,45.65,95.4,87.95,37.96,12.18,1.46,34.21,1.81,19.23,98474.97421,299.8093654,2.894995892,3.05E-07
2019-10-11,135.77,301.33,130.12,86.17,151.94,41.78,11.09,2.95,28.08,3.59,20.54,98443.88833,299.6826638,2.819943575,0
2019-10-12,133.61,303,90.93,81.4,117.43,68.11,9.22,2.47,22.58,7.78,50.36,98552.07142,300.2160783,3.019587179,0
2019-10-13,183.17,361.23,122.11,94.15,149.63,63.64,13.27,3.92,25.42,2.64,14.08,98577.24462,300.7985821,3.028026871,0
2019-10-14,147.56,343.26,165.69,95.86,188.21,62.28,8.65,3.12,22.32,3.16,18.33,98650.3385,300.6518821,3.250607154,0
2019-10-15,172.25,383.65,136.6,100.34,166.71,60.89,9.27,3.31,45.57,3.35,36.41,98733.027,300.7630142,3.252162792,4.54E-06
2019-10-16,162.51,326.91,49.8,77.6,81.87,59.39,14.43,2.81,33.95,2.07,17.51,98745.35813,300.89636,3.365650413,0
2019-10-17,129.47,261.76,19.75,68.22,52.11,61.23,10.08,2.24,24.98,0.95,10.01,98706.18313,299.8298271,3.877365425,0.000135162
2019-10-18,70,257.4,50.14,78.86,77.55,65.13,6.69,2.5,20.18,0.92,17.77,98744.7205,300.0041496,3.830218238,4.11E-05
2019-10-19,106.09,264.75,120.91,97.2,150.18,62.5,5.69,1.61,29.61,2.6,25.1,98885.02004,299.9660425,2.947092063,1.37E-05
2019-10-20,112.29,259.08,151.1,101.47,177.17,65.64,1.79,1.57,13.91,2.51,15.64,98817.98296,298.5177717,4.160899617,0
2019-10-21,123.93,265.43,135.38,102.32,168.95,65.51,1.45,1.51,18.12,3.34,17.68,98612.09954,298.0078837,4.973815596,0
2019-10-22,121.97,294.15,176.01,118.78,202.37,67.04,6.75,2.82,20.26,3.82,20.57,98375.41854,297.4772579,4.923022413,0
2019-10-23,176.73,425.33,226.04,134.31,267.03,76.59,15.85,2.31,35.2,6.73,34.44,98338.736,297.7719213,3.812580642,0
2019-10-24,229.76,483.35,148.8,119.29,184.74,86,25.62,2.42,7.05,3.28,22.69,98456.00479,298.3261371,3.768399092,0
2019-10-25,147.95,379.56,117.84,93.53,161.69,66.6,21.67,2.11,28.29,2.25,17.77,98584.32713,297.7827975,3.702078063,4.01E-09
2019-10-26,193.56,434.6,132.38,120.38,169.87,88.41,15.17,2.34,12.52,2.79,22.15,98708.58046,297.505575,3.595085429,0
2019-10-27,234.49,468.98,237.34,120.22,285.6,91.91,15.46,2.29,10.46,3.73,13.78,98635.83779,297.9059275,4.10603235,0
2019-10-28,352.24,534.95,205.24,128.14,241.69,97.49,23.07,3.24,8.67,3.52,11.99,98724.53954,297.8717183,3.27727755,0
2019-10-29,410.07,612.58,283.07,139.99,307.53,117.84,16.41,3.81,9.34,5.2,19.76,98760.81725,298.0433371,3.214281817,2.01E-07
2019-10-30,373.41,628.93,306.23,136.05,320.63,113.71,21.77,3.81,7.92,4.93,19.06,98619.65133,298.2336367,3.7006974,1.45E-07
2019-10-31,409.59,670.44,243.43,138.86,288.45,119.01,16.64,4.3,12.93,6.19,21.32,98557.26233,298.1783013,3.849353329,0
2019-11-01,455.22,683.68,192.08,147.93,236.62,107.86,23.58,3.82,24.3,4.61,18.52,98577.51508,298.7831513,3.24745685,0
2019-11-02,379.18,556.08,180.43,106.13,209.57,102.71,18.79,3.6,13.51,3.2,10.82,98791.02979,297.0925571,3.892863954,0.00010549
2019-11-03,599.53,709.53,192.87,101.07,211,96.6,17.89,3.12,11.89,3.72,9.22,98824.87263,296.8692933,5.113808258,4.39E-05
2019-11-04,381.55,485.17,176.37,86.64,189.86,73.67,12.86,1,14.12,2.32,7.09,98774.24504,297.0999163,5.654556371,0
2019-11-05,240.27,384.54,175.97,96.36,163.66,67.04,15.29,1.23,16.15,2.21,6.9,98479.81788,296.7770429,5.417624787,0
2019-11-06,121.78,263.12,139.4,106.71,174.5,72.34,6.19,1.74,18.66,1.88,7.2,98298.35983,296.8952825,4.098817863,4.22E-07
2019-11-07,213.62,348.7,104.14,103.06,141.45,89.19,15.79,2.51,15.44,2.16,16.88,98502.91838,293.9579196,4.218217154,0.000309624
2019-11-08,205.04,356.08,153.92,122.17,190.45,85.46,20.07,1.2,18.75,2.89,13.3,98757.91004,295.6232367,3.870092558,7.35E-06
2019-11-09,144.52,248.22,170.92,106.26,198.5,79.02,17.32,2.02,14.37,1.88,7.94,98779.05217,295.2910217,5.110570508,0
2019-11-10,234.7,385.83,190.35,130.35,224.17,77.82,22.76,2.5,18,1.85,8.05,98758.82521,294.71369,4.531163625,0
2019-11-11,333.03,498.06,150.64,129.78,191.69,79.87,15.27,2.25,14.48,2.3,8.47,98688.10025,293.3328392,4.057174013,0
2019-11-12,450.64,612.66,191.24,138.67,235.95,74.09,14.32,3.08,12.07,3.16,10.62,98805.42342,293.3745929,3.901186883,0
2019-11-13,405.96,570.05,161.66,126.75,199.22,70.53,11.88,3.72,11.41,3.67,13.51,98973.13738,294.8992675,3.318046238,0
2019-11-14,425.42,629.03,225.29,127.61,233.7,87.06,17.05,4.29,17.68,4.53,18.61,99027.58842,295.0650454,3.722126988,1.61E-08
2019-11-15,386.04,591.52,173.43,105.12,202.66,102.23,6.76,2.89,11.2,4.13,13.14,98914.584,295.0355417,4.410033579,0
2019-11-16,162.46,311.33,87.23,65.5,105.94,74,4.13,1.1,9.7,1.99,7.76,98920.70417,295.4837833,7.255331937,0
2019-11-17,98.15,193.44,95.19,58.12,108.5,58.11,4.65,1.66,10.04,1.07,3.8,98905.50717,294.8898663,8.107995933,0
2019-11-18,126.14,244.43,190.6,93.24,232.47,59.81,5.43,2.24,24.28,2.1,5.94,98840.258,293.3126758,5.898148187,0
2019-11-19,185.27,323.29,160.68,91.01,179.42,69.99,5.03,1.55,34.92,2.11,6.59,98781.93404,292.8956446,4.277897254,0
2019-11-20,227.29,504.05,23.35,146.32,83.76,72.2,16.45,2.51,50.17,3.26,125.32,98871.73958,292.9512863,2.850571229,0
2019-11-21,282.17,525.29,12.9,111.95,64.2,80.26,15.16,3.39,57.57,1.64,11.38,99037.21775,293.1757138,3.074152954,0
2019-11-22,264.22,470.18,25.6,85.21,48.51,67.85,12.33,2.8,37.2,2.76,29.79,99024.34692,294.0012229,3.44687691,0
2019-11-23,139.43,296.52,221.93,99.61,233.89,68.77,9.73,2.42,26.57,1.09,3.51,98982.9785,293.8712817,5.350341208,0
2019-11-24,96.8,228.15,139.65,85.11,156.61,70.24,9.51,1.8,29.92,0.8,3.53,98934.51358,293.3988663,4.318665971,0
2019-11-25,120.18,254.29,122.5,77.83,141.7,67.19,14.66,1.82,33.73,1.52,3.54,98989.45075,293.8911933,2.636722175,1.78E-06
2019-11-26,114.74,243.11,50.81,82.88,86.99,66.58,12.65,1.51,41.68,0.97,4.83,98918.62442,294.3487904,3.603107058,5.4E-06
2019-11-27,109.93,167.38,49.43,68.28,76.62,68.43,5.91,1.33,45,0.84,7.61,98910.85188,293.5036463,4.204089442,0.000522378
2019-11-28,35.53,75.8,30.51,49.87,51.4,57.77,3.11,1.18,47.28,1.74,13.82,99018.15325,291.6954996,4.647859713,0.000455826
2019-11-29,57.01,141.47,112.32,63.98,125.58,55.12,6.46,1.61,37.1,2.3,12.2,99064.77233,291.2329838,3.743896908,1.45E-05
2019-11-30,112.25,274.46,202.15,101.85,229.96,69.66,5.99,2.42,30.29,0.84,4.12,99067.27754,289.9918558,4.305316225,0
2019-12-01,135.8,276.2,207.24,105.15,230.08,73.57,10.33,1.98,30.7,7.2,48.03,99054.21029,289.1678621,4.210633083,0
2019-12-02,158.7,320.84,234.4,101.57,243.06,74.35,4.62,2.29,36.79,9.33,63.31,99094.37021,288.6434892,4.569277908,0
2019-12-03,167.5,355.9,223.96,108.48,240.23,80.8,9.86,3.24,41.54,10.02,109.43,99072.90129,288.6590842,4.526661683,0
2019-12-04,207.24,397.93,205.19,117.31,235.38,85.6,5.7,3.25,42.75,3.2,289.52,99284.011,288.9309367,2.609322604,0
2019-12-05,319.23,516.18,189.81,124.9,221.41,107.02,6.44,3.91,55.78,11.93,143.9,99459.08796,288.7648338,3.047161779,0
2019-12-06,252.17,390.13,143.87,102.63,174.48,107.92,7.55,2.69,38.13,13.03,92.29,99353.43192,288.8027396,3.078596429,0
2019-12-07,302.58,486.15,222.42,102.48,230.43,109.57,12.32,3.54,50.03,6.87,43.11,99249.74288,289.651975,2.706135096,0
2019-12-08,297.56,489.17,203.3,127.06,232.82,100.88,6.12,4.08,43.55,8.74,43.63,99225.32575,289.1583246,2.691501892,0
2019-12-09,242.44,437.91,184.87,115.66,212.33,92.77,9.46,2.82,42.6,6.33,27.4,99145.77525,289.0820038,2.847197321,0
2019-12-10,292.69,475.22,122.35,126.69,161.21,100.42,9.62,3.13,44.18,5.85,26.41,98853.32983,288.3072054,2.781304167,0
2019-12-11,340.33,555.4,64.99,135.3,133.47,101.28,12.35,3.22,76.37,6.63,47.23,98738.08308,289.3766417,2.785650367,1.32E-05
2019-12-12,303.67,437.33,30.99,136.26,99.88,113,10.15,2.09,61.72,4.46,28.11,98604.85633,289.4487629,7.670992942,0.000475526
2019-12-13,102.1,126.64,36.86,149.93,111.12,133.18,8.78,1.22,62.05,1.86,7.73,98820.41896,287.8797533,4.5207696,0.000184274
2019-12-14,89,145,18.39,32.34,32.19,36.41,11.75,1.72,9.7,0.89,40.78,99346.29463,286.6812325,3.187796192,3.24E-06
2019-12-15,92.83,208.22,192.8,244.35,270.3,32.06,4.81,1.51,66.63,4.88,20.1,99292.81142,287.134325,4.543842425,4.38E-07
2019-12-16,96.98,170.95,272.18,150.16,300.6,106.65,8.67,1.75,64.4,2.63,5.55,99355.98375,285.2727013,5.117318296,2.01E-07
2019-12-17,108.3,186.74,230.47,111.49,249.11,124.84,7.03,1.79,60.44,1.85,5.25,99388.70358,284.8586896,5.057463196,0
2019-12-18,178.75,273.28,124.95,158.29,186.06,129.65,2.53,1.86,57.82,2.96,7.88,99318.72625,284.4346875,4.330956017,0
2019-12-19,326.1,438.66,68.04,147.79,133.29,121,11.09,2.69,53.67,5.36,20.11,99135.62788,284.8521004,2.924476196,0
2019-12-20,503.94,674.47,144.55,240.56,241.46,123.04,9.06,3.43,57.16,8.51,33.04,98955.03042,285.8256692,2.765533363,2.02E-06
2019-12-21,313.38,419.82,96.17,181.02,169.21,130.5,4.31,1.64,64.82,5.66,15.47,99078.79283,285.6625742,3.232638942,0.000103699
2019-12-22,160.89,223.04,127.79,120.25,168.14,117.77,5.38,2.22,65.39,2.28,4.2,99152.17192,284.9845308,4.897791013,0
2019-12-23,198.3,280.2,160.53,123.35,195.4,94.17,6.88,2.08,65.67,2.72,37.35,99105.03267,284.4314263,3.867321488,0
2019-12-24,328.19,484.31,55.06,302.5,171.77,122.26,10.93,2.7,65.68,3.9,49.96,99272.342,282.3997929,3.432292238,1.87E-06
2019-12-25,187.57,276.14,51.69,157.52,98.08,128.88,3.84,1.54,68.16,1.88,49.82,99163.7015,282.1876142,4.861611467,0
2019-12-26,217.88,331.53,45.48,201.49,113.69,134.02,6.21,1.24,68.68,1.45,42.61,99141.24367,281.9839508,4.839754083,0
2019-12-27,292.34,426.05,27.16,246.23,125.7,124.48,9.09,2.07,67.34,2.72,196.57,99223.19171,281.3661146,3.655203187,0
2019-12-28,336.75,500.48,38.02,331.13,182.31,120.57,12.24,2.39,65.85,4.58,52.81,99329.94413,280.2071971,3.289207679,4.05E-07
2019-12-29,359.65,517.02,19.07,215.1,119.51,123.75,11.83,2.87,65.61,3.74,45.41,99290.89708,280.2509967,2.624733667,2.85E-06
2019-12-30,369.66,500.67,5.37,63.66,37.88,71.71,8.56,2.73,68.05,4.28,379.27,99259.60079,279.0987438,3.568502625,2.32E-06
2019-12-31,261.72,331.31,4.92,45.47,16.43,56.23,11.77,2.5,64.06,3.01,383.75,99352.08317,280.1729917,3.4994689,4.62E-07
2020-01-01,367.38,460.72,68.81,54.65,109.8,60.71,10.66,3.67,60.06,5.77,349.07,99464.98363,283.3063787,3.970857192,0
2020-01-02,361.69,472.6,98.65,61.22,137.43,52.05,21.35,4.16,63.83,5.93,188.12,99364.02808,287.0163908,4.218405004,6.22E-06
2020-01-03,389.3,492.54,75.03,46.58,134.5,55.98,21.35,2.9,66.7,8.84,197.12,99162.87121,287.8280771,2.461049779,3.51E-06
2020-01-04,209.88,361.17,85.01,90.28,119.86,56.1,5.06,0.92,63.19,5.32,157.69,99082.74496,286.6443196,3.269709314,8.37E-06
2020-01-05,189.56,315.02,95.93,68.64,127.24,45.24,11.09,1.96,62.93,2.14,98.31,99166.0825,287.0887196,3.984095763,0
2020-01-06,170.26,289.72,107.19,62.24,122.24,45.13,17.82,2.34,67.08,2.73,117.59,99202.41921,287.1981446,3.823842129,1.46E-05
2020-01-07,142.56,217.66,29.39,41.79,47.2,37.16,16.09,1.68,63.68,3.09,98.7,98913.60563,288.3423717,4.8533013,0.000554088
2020-01-08,145.7,168.07,74.56,37.43,81.07,31.91,11.75,1.82,62.43,2.63,93.13,98841.46983,285.4180296,5.727729175,0.000649972
2020-01-09,111.38,230.26,99.55,44.38,100.2,18.74,7.97,2.11,63.99,1.86,72.51,99322.17796,283.2393021,5.252320375,0
2020-01-10,148.54,323.3,89.01,53.81,121.99,16.85,10.51,2.22,64.56,2.32,61.97,99313.91996,284.0103163,5.342432058,0
2020-01-11,164.28,344.48,114.56,70.58,136.36,23.32,12.11,2.67,63.86,3.15,54.23,99254.66975,284.794315,4.204129108,0
2020-01-12,260.68,331.28,127.75,73.67,186.45,47.12,11.66,3.86,64.42,4.83,58.3,98855.68288,286.0928238,3.584876329,0
2020-01-13,259.22,328.16,68.3,54.47,102.88,70.22,3.77,2.65,59.45,3.52,54.67,98565.46063,287.5733537,5.601721233,0.000470925
2020-01-14,143.28,213.71,60.5,38.74,71.53,61.06,7.66,1.96,61.34,2.21,56.98,98913.71267,285.06221,4.148074563,2.41E-06
2020-01-15,118.79,199.33,59.98,46.55,73.67,50.93,8.83,1.26,60.22,2.61,59.69,98971.63046,285.9312158,3.849105013,9.21E-06
2020-01-16,163.94,205.18,60.82,37.57,70.3,48.48,9.29,1.88,62.73,3.11,46.9,98875.93892,285.8029188,4.508898654,0.000575267
2020-01-17,106.42,153.88,87.99,38.81,93.18,39.09,6.28,1.54,64.8,2.22,42.16,99021.16175,285.600055,3.889103492,1.68E-05
2020-01-18,171.87,340.52,119.16,72.96,146.05,40.56,4.44,2.07,34.84,5.29,61.12,99175.40967,285.25172,3.320800896,1.12E-05
2020-01-19,153.73,261.58,110.6,54.86,119.29,44.62,3.89,1.65,12.15,2.66,49.01,99231.90492,284.1799288,4.328262592,0
2020-01-20,181.78,314.54,99.1,63.04,124.46,42.92,7.59,5.15,12.09,3.18,40.12,99123.62363,284.7216354,3.212063283,2.66E-06
2020-01-21,243.08,403.34,78.74,61.82,99.02,67.9,4.28,1.47,11.9,4.05,45.72,99251.37542,285.5604146,2.973203573,0
2020-01-22,235.97,359.52,135.16,59.43,147.84,36.3,4.37,1.75,12.03,6.46,47.32,99371.36008,285.7264796,5.672028183,0
2020-01-23,74.64,175.2,81.06,51.89,93.75,28.14,5,2.12,12.27,2.04,41.32,99206.23342,286.0760879,8.085180854,0
2020-01-24,91.35,256.97,113.59,81.66,142.13,11.71,12.54,4.23,13.64,2.25,38.13,98982.08338,286.1127217,6.658859938,0
2020-01-25,159.07,354.67,112.95,91.07,147.59,13.62,9.37,2.94,13.3,3.18,34.12,98965.98654,285.7352208,3.437731621,0
2020-01-26,292.98,519.9,93.46,85.09,146.73,28.37,10.45,2.28,18.26,6.05,39.65,98780.48058,287.6307254,3.492006042,0
2020-01-27,238.67,447.77,63.87,92.79,112.31,41.51,11.21,3.97,19.7,8.2,56.02,98522.10129,288.3905558,5.127173017,0.000162301
2020-01-28,105.43,152.98,43.48,52.52,59.68,34.09,11.63,2.4,21.38,3.23,45.6,98491.13604,288.0693388,4.70381056,0.000304355
2020-01-29,82.7,171.68,107.8,56.76,116.87,22.97,5.82,3.36,18.66,3.27,42.94,99102.81721,286.3008292,4.250434633,4.37E-06
2020-01-30,81.83,183.79,83.71,56.26,99.93,15.58,8.21,2.58,22.39,3.07,44.04,99069.20408,286.5705833,5.257636904,3.59E-07
2020-01-31,91.3,230.54,101.6,72.35,119.24,17.61,7.46,2.25,20.89,2.8,26.98,98900.60817,285.2909796,3.965340183,0
2020-02-01,130.43,269.45,90.74,68.57,117.82,31.41,8.28,2.1,20.55,3.45,7.36,99248.03471,285.7450608,3.720739442,2.48E-06
2020-02-02,125.08,234.81,117.18,78.81,144.58,36.2,7.32,1.29,23.64,2.84,6.97,99318.49958,285.1964283,4.697385863,0
2020-02-03,154.68,339.19,115.39,89.99,146.89,43.17,10.28,3.12,24.2,4.71,19.12,99147.53204,286.1286471,3.468216771,0
2020-02-04,208.78,407.02,43.65,79.37,128.35,48.58,13.5,1.21,49.09,7.48,37.45,99054.40642,286.8102846,3.562100825,0
2020-02-05,133.15,301.53,93.21,81.74,117.23,41.1,12.28,3.1,26.45,3.13,13,99028.82604,286.7086721,4.983069708,0
2020-02-06,132.27,277.74,89.29,77.61,134.89,39.93,8.86,2.08,25.83,3.53,11.01,99024.27146,285.5225625,3.511410042,0
2020-02-07,163.25,276.3,63.78,89.88,120.21,34.2,12.17,2.29,47.97,4.05,15.24,99274.42625,286.2647888,3.796374825,1.88E-05
2020-02-08,145.22,290.78,77.47,74.68,112.96,36.25,3.11,2.21,29.26,3.38,9.88,99455.862,286.6432638,4.113663729,0
2020-02-09,150.05,293.99,47.58,90.22,90.3,32.25,11.55,2.48,27.03,3.12,8.07,99452.77563,286.7860508,3.778739146,0
2020-02-10,178.18,383.42,11.25,59.47,40.55,31.34,7.86,2.43,26.85,4.24,13.21,99278.86079,286.8714146,3.972507613,0
2020-02-11,184.85,389.11,52.91,102.15,93.38,28.42,7.94,2.2,26.26,5.63,19.64,99321.91492,287.4799629,3.953115421,0
2020-02-12,173.61,356.52,66.63,87.78,81.9,29.19,7.84,2.26,26.02,3.31,9.66,99184.50421,290.1272438,6.789960463,0
2020-02-13,100.43,229.39,67.96,71.75,96.39,37.69,9.53,2.1,29.82,2.28,7.52,98857.96775,292.4223204,8.236262938,0
2020-02-14,85.24,196.7,71.73,53.26,86.6,36.23,6.42,1.56,37.37,1.41,5.51,98647.58783,290.9546067,9.162466146,0
2020-02-15,85.67,244.94,115.69,89.17,147.38,30.75,5.94,1.32,40.28,1.98,4,98747.47421,290.5575517,6.777594325,0
2020-02-16,137.48,300.07,103.58,90.91,151.59,38.9,3.97,1.81,29.86,2.72,8.52,99012.44008,290.3135892,4.532664362,0
2020-02-17,188.72,380,73.94,99.03,115,39.22,2.49,2.39,24.76,5.3,17.66,99062.48421,290.9493338,5.280577458,0
2020-02-18,130.99,306.91,117.86,110.65,154.87,42.31,9.92,2.92,27.34,3.69,13.67,98772.64292,291.2302658,4.897579108,0
2020-02-19,150.86,378.56,15.85,74.05,44.3,51.92,8.5,2.45,33.93,6.38,50.5,98664.22842,292.2835867,8.103311567,0
2020-02-20,102.93,233.05,10,36.7,27.68,33.5,7.77,1.47,15.08,1.22,5.93,98628.53579,293.3963417,9.073592196,0.000613162
2020-02-21,54.28,98.11,25.06,38.19,40.74,26.92,7.07,1.02,14.96,1.97,20.2,99165.60046,289.5581433,6.492110746,0.000765653
2020-02-22,74.28,167.26,53.9,45.98,76.08,25.05,12.28,2.52,15.22,2.48,15.38,99330.10013,291.2531608,3.967367792,3.71E-05
2020-02-23,111.16,207.71,62.01,50.27,77.3,31.89,4.35,1.8,13.51,2.84,9.72,99114.83542,292.0215608,3.587528804,3.39E-05
2020-02-24,59.46,166.17,58.64,49.48,73.92,25.44,7.72,2.06,13.54,1.64,6.2,98800.14925,291.9007292,3.837823333,5.51E-06
2020-02-25,96.35,233.38,86.94,59.22,97.04,31.06,7.69,2.82,13.6,1.88,8.54,98748.44942,292.1104358,4.126159663,3.04E-08
2020-02-26,124.38,284.7,92.08,72.09,114.17,40.89,8.06,2.57,14,4.09,20.97,98805.71246,292.9388546,3.633574908,2.44E-08
2020-02-27,93.71,201.47,21.24,64.43,51.21,45.93,2.45,2.03,14.57,2.19,10.03,98779.52504,293.7830958,4.581245033,0
2020-02-28,71.98,159.12,8.75,42.79,29.75,38.5,4.88,1.95,19.21,1.46,4.91,98659.04529,294.0317392,7.394112079,1.68E-05
2020-02-29,53.34,116.17,14.53,44.11,35.15,31.03,10.94,1.61,35.02,1.42,9.51,98650.24296,292.2627417,6.267031912,0.000775128
2020-03-01,61.67,190.19,36.54,75.51,86.13,32.43,5.72,2.18,42.59,3.3,28.34,98696.89575,293.0543083,3.628835846,4.2E-07
2020-03-02,128.45,324.77,66.87,68.76,110.91,34.26,11.89,2.49,33.53,6.42,21.29,98630.94379,294.0271433,2.782606238,1.04E-05
2020-03-03,99.96,249.76,91.25,79.48,126.95,42.16,8.08,3.31,21.42,3.87,10.85,98447.58488,294.1764754,3.417985771,0
2020-03-04,84.32,220.64,56.07,63.75,80.41,38.31,14.2,1.97,52.23,2.49,14.02,98417.67383,292.8969221,5.23264515,0.000466821
2020-03-05,32,86.87,29.07,47.43,52.51,26.45,8.23,1.99,32.5,0.94,11.38,98383.84779,291.7289529,6.751694788,0.000798889
2020-03-06,19.57,42.51,32.62,41.43,44.75,16.59,6.16,1.81,29.62,1.34,14.03,98368.18887,288.7467296,8.787436783,0.001475861
2020-03-07,43.15,104.26,22.75,51.09,30.05,11.3,7.93,1.63,22.74,1.29,8.59,98861.1535,289.6128658,4.437318488,1.36E-05
2020-03-08,101.52,226.74,112.03,56.83,132.92,26.01,11.22,2.38,20.01,3.56,10.73,98925.90354,291.0836058,4.467002038,3.04E-08
2020-03-09,65.65,181.07,79.93,51.4,102.36,23.46,8.34,2.11,22.27,1.32,3.08,98659.90867,291.1797008,5.790538538,0
2020-03-10,176.46,325.79,46.68,45.78,77.2,30.21,3.68,1.96,16.45,3.39,4.4,98521.00879,292.1742704,3.602099413,8.89E-06
2020-03-11,52.9,121.55,8.28,33.27,24.42,27.52,9.24,1.6,36.53,0.86,1.6,98296.31146,293.5324275,7.380024854,0.000117928
2020-03-12,70.05,189.57,40.46,43.88,55.41,23.86,12.14,1.98,25.31,1.7,20.09,98552.95662,294.3160967,5.662184796,1.04E-06
2020-03-13,60.01,208.69,44.79,50.33,72.88,21.47,7.59,1.5,27.84,1.77,8.8,98794.36808,292.8894038,4.415132404,1.22E-07
2020-03-14,45.72,87.3,44.17,42.35,58.53,20.59,8.89,2.1,29.74,2.74,13.62,98872.84308,290.49961,3.575799129,0.000314853
2020-03-15,63.52,151.82,64.37,49.44,78.77,21.54,9,2.12,33.58,2.07,11.14,99052.26554,290.7021813,3.632266371,4.29E-06
2020-03-16,65,247.55,71.42,66.94,121.5,24.92,7.19,1.78,28.17,1.66,5.83,98998.12637,292.5412088,4.421828367,4.2E-07
2020-03-17,71.41,222.45,84.8,65.11,108.52,29.52,8.06,2.03,23.36,3.83,9.94,98979.04992,293.7586029,4.847654575,0
2020-03-18,69.72,241.81,110.02,69.97,128.74,26.73,3.91,2.24,23.8,6.61,15.65,98745.32275,295.4440796,4.515087638,4.1E-06
2020-03-19,109.36,273.56,101.51,68.62,122.4,34.7,9.27,2.18,17.53,2.79,8.59,98463.34308,296.002255,3.266314208,3.36E-05
2020-03-20,113.91,258.27,66.06,54.57,84.21,31.96,29.48,1.77,46.01,3.51,15.08,98380.29071,297.1514833,3.70766595,9.13E-06
2020-03-21,94.34,267.99,96.51,74.16,123.21,36.24,12.71,2.23,26.44,4.57,27.22,98502.66775,296.9730583,3.442329188,4.46E-05
2020-03-22,84.56,155.36,24.46,40.42,41.44,30.27,14.52,2.04,70.6,5.68,54.38,98615.03488,297.0731213,4.135908733,0
2020-03-23,63.43,117.34,8.79,34.81,25.34,24.49,15.65,1.51,53.86,3.97,63.06,98549.00667,297.4095883,2.919942888,0
2020-03-24,98.91,155.33,9.6,33.39,25.21,25.78,17.47,2.07,51.99,8.2,55.02,98428.84287,296.9525883,4.088919604,0.000385765
2020-03-25,42.55,72.58,4.97,20.65,15.05,29.82,12.83,1.24,45.52,1.22,3.95,98520.71013,297.6332988,4.634706108,2.92E-06
2020-03-26,44.99,69.08,5.66,17.29,13.82,24.64,8.19,1.42,37.6,0.98,3.14,98651.97496,296.2200746,5.310980117,3.62E-06
2020-03-27,25.54,39.87,5.23,14.68,12.01,21.01,10.69,1.32,35.5,1.87,6.4,98811.91187,294.1543842,4.513814488,0.000266491
2020-03-28,22.69,39.44,4.87,15.49,12.22,20.39,8.13,1.15,36.63,0.51,2.91,98759.059,295.3210504,5.391330917,1.22E-08
2020-03-29,29.11,64.57,6.13,15.34,13.17,17.16,7.53,1.19,54.37,0.1,1.94,98614.68575,296.4179625,6.137298971,0
2020-03-30,31.88,65.71,4.46,18.57,14,16.49,8.29,1.41,67.53,0.35,1.62,98589.96646,296.0021179,5.309966263,0
2020-03-31,35.85,76.67,4.22,16.81,12.37,16.45,9.93,0.79,70.91,0.54,1.82,98461.23758,296.8605229,4.766537458,1.28E-05
2020-04-01,37.04,73.99,4.65,17.67,13.19,16.88,11.08,1.39,56.83,1.23,2.91,98406.1475,298.1185546,4.734779108,2.07E-07
2020-04-02,30.54,69.65,4.48,15.03,11.74,15.99,9.27,1.31,68.2,0.53,1.93,98485.27133,297.1513225,6.354373475,0
2020-04-03,30.67,70.56,5.12,24.45,17.36,16.68,7.63,1.31,81.23,2.59,5.37,98577.39604,296.1375525,5.30680695,0
2020-04-04,39.89,80.38,6.82,25.41,19.08,32.04,9.22,1.2,78.53,1.29,12.44,98577.52804,297.3772496,4.948812175,0
2020-04-05,54.27,123.24,4.27,23.42,15.95,31.25,12.89,1.37,78.29,4.42,43.29,98631.39275,298.9445962,3.684701833,1.04E-05
2020-04-06,63.94,191,2.57,35.11,20.77,11.48,16.15,1.87,60.88,9.93,31.45,98466.36117,300.7026446,4.8465582,2.01E-06
2020-04-07,35.95,67.91,2.24,27.46,16.42,22.87,14.9,1.09,58.59,10.6,25.41,98304.42875,298.8310625,5.976255408,1.32E-05
2020-04-08,27.5,79.14,2.17,26.44,15.84,12.5,10.98,0.45,63.78,13.26,38.81,98423.05096,298.9323504,5.385648758,1.34E-07
2020-04-09,27.4,84.88,2.14,29.74,17.56,20.68,14.22,0.62,41.61,0.92,5.99,98442.92696,298.3550863,4.514439321,0
2020-04-10,64.73,118.22,3.08,37.6,22.51,22.49,11.2,0.83,21.26,2.98,6.96,98561.59675,300.8328575,3.679173,2.02E-05
2020-04-11,49.9,110.2,2.78,34.6,20.67,22.13,22.88,0.7,32.04,1.1,3.7,98578.86525,301.8362225,4.367695367,0
2020-04-12,41.33,94.81,2.11,27.98,16.6,22.18,9.64,0.66,29.6,1.04,3.96,98361.03875,301.3542679,4.793073538,0
2020-04-13,71.95,145.22,2.46,31.99,19.03,24.99,26.18,1.13,29.26,1.76,8.43,98189.29242,303.4452313,4.882006375,7.22E-06
2020-04-14,53.86,88.89,4.04,42.07,24.76,20.8,13.73,0.8,26.55,1.83,12.05,98233.75412,304.4781983,4.283053496,2.74E-05
2020-04-15,63.58,186,2.86,36.42,21.7,20.91,16.46,0.77,29.78,1.45,8.35,98140.28808,303.84916,4.109879629,2.7E-06
